METHOD - 1 ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes,,,,,
B850RL1A225NBEA,29-08-2021,29-08-2021,"Real Exports of Goods: Capital Goods, Except Automotive: Computers, Peripherals, and Parts",01-01-1968,01-01-2020,Annual,A,Percent Change from Preceding Period,% Chg. from Preceding Period,Not Seasonally Adjusted,NSA,29-07-2021 07:55,0,1,"BEA Account Code: B850RL

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B850RX1A020NBEA,29-08-2021,29-08-2021,"Real Exports of goods: Capital goods, except automotive: Computers, peripherals, and parts",01-01-2002,01-01-2020,Annual,A,Billions of Chained 2012 Dollars,Bil. of Chn. 2012 $,Not Seasonally Adjusted,NSA,29-07-2021 07:55,0,1,"BEA Account Code: B850RX

A Guide to the National Income and Product Accounts of the United States (NIPA) - (http://www.bea.gov/national/pdf/nipaguid.pdf)",,,,,
B641RA3A086NBEA,29-08-2021,29-08-2021,"Real exports of goods: Automotive vehicles, engines, and parts (chain-type quantity index)",01-01-1967,01-01-2020,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,29-07-2021 07:54,0,1,"BEA Account Code: B641RA

For more information about this series, please see http://www.bea.gov/national/.",,,,,
A652RX1A020NBEA,29-08-2021,29-08-2021,"Real imports of goods: Consumer goods, except automotive",01-01-2002,01-01-2020,Annual,A,Billions of Chained 2012 Dollars,Bil. of Chn. 2012 $,Not Seasonally Adjusted,NSA,29-07-2021 07:55,0,1,"BEA Account Code: A652RX

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B652RA3A086NBEA,29-08-2021,29-08-2021,"Real imports of goods: Consumer goods, except automotive (chain-type quantity index)",01-01-1967,01-01-2020,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,29-07-2021 07:54,0,1,"BEA Account Code: B652RA

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B640RA3A086NBEA,29-08-2021,29-08-2021,"Real exports of goods: Capital goods, except automotive (chain-type quantity index)",01-01-1967,01-01-2020,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,29-07-2021 07:54,0,1,"BEA Account Code: B640RA

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B697RA3A086NBEA,29-08-2021,29-08-2021,"Real imports of goods: Consumer goods, except automotive: Durable goods (chain-type quantity index)",01-01-1967,01-01-2020,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,29-07-2021 07:54,0,1,"BEA Account Code: B697RA

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B850RA3Q086SBEA,29-08-2021,29-08-2021,"Real exports of goods: Capital goods, except automotive: Computers, peripherals, and parts (chain-type quantity index)",01-01-1967,01-04-2021,Quarterly,Q,Index 2012=100,Index 2012=100,Seasonally Adjusted,SA,26-08-2021 07:55,0,1,"BEA Account Code: B850RA

For more information about this series, please see http://www.bea.gov/national/.",,,,,
IAMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in Iowa",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:09,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
UTMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in Utah",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:11,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
IDMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in Idaho",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:04,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
MEMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in Maine",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:09,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
HIMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in Hawaii",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:04,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
KSMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in Kansas",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:14,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
NVMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in Nevada",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:11,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
AZMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in Arizona",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:10,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
GAMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in Georgia",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:05,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
MTMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in Montana",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:12,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
WYMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in Wyoming",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:10,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
COMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in Colorado",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:09,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
KYMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in Kentucky",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:08,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
MOMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in Missouri",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:13,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
NEMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in Nebraska",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:12,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
OKMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in Oklahoma",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:12,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
MNMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in Minnesota",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:08,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
NJMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in New Jersey",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:07,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
WAMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in Washington",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:05,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
MSMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in Mississippi",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:13,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
RIMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in Rhode Island",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:11,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
MAMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in Massachusetts",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:04,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
NHMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in New Hampshire",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:03,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
PLNSMVEHMANNGSP,29-08-2021,29-08-2021,"Gross Domestic Product: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in the Plains BEA Region",01-01-1997,01-01-2019,Annual,A,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,02-10-2020 08:11,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
SWSTMVEHMANNGSP,29-08-2021,29-08-2021,"Gross Domestic Product: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in the Southwest BEA Region",01-01-1997,01-01-2019,Annual,A,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,02-10-2020 08:06,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
PLNSMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in the Plains BEA Region",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:07,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
SWSTMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in the Southwest BEA Region",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:10,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
RKMTMVEHMANNGSP,29-08-2021,29-08-2021,"Gross Domestic Product: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in the Rocky Mountain BEA Region",01-01-1997,01-01-2019,Annual,A,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,02-10-2020 08:11,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
NENGMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in the New England BEA Region",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:07,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
RKMTMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in the Rocky Mountain BEA Region",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:11,0,0,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
B3465C0A144NBEA,29-08-2021,29-08-2021,"Undistributed corporate profits: Domestic industries: Auto repair, services, and parking",01-01-1987,01-01-2000,Annual,A,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,10-08-2015 12:16,0,0,"BEA Account Code: B3465C

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B142RA3Q086SBEA,29-08-2021,29-08-2021,Real auto output: Final sales: Exports (chain-type quantity index),01-01-1947,01-04-2021,Quarterly,Q,Index 2012=100,Index 2012=100,Seasonally Adjusted,SA,26-08-2021 07:52,2,2,"BEA Account Code: B142RA

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B142RA3A086NBEA,29-08-2021,29-08-2021,Real auto output: Final sales: Exports (chain-type quantity index),01-01-1947,01-01-2020,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,29-07-2021 07:51,1,2,"BEA Account Code: B142RA

For more information about this series, please see http://www.bea.gov/national/.",,,,,
AB60RX1Q020SBEA,29-08-2021,29-08-2021,Real motor vehicle output: Final sales of domestic product,01-01-2002,01-04-2021,Quarterly,Q,Billions of Chained 2012 Dollars,Bil. of Chn. 2012 $,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:55,1,1,"BEA Account Code: AB60RX

For more information about this series, please see http://www.bea.gov/national/.",,,,,
